fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
John,Moraga,NULL,167.64000000000001,125,167.64,Orthodox,1984-03-20,19,7,0,NULL,http://ufcstats.com/fighter-details/92437c6775b3f7d1
Ricardo,Morais,The Mutant,203.2,270,NULL,Orthodox,1967-02-26,10,4,1,NULL,http://ufcstats.com/fighter-details/2dc7f1762dc0a7ef
Leonardo,Morales,Chimy,172.72,135,NULL,Southpaw,1992-12-22,6,2,0,NULL,http://ufcstats.com/fighter-details/45230be0641f3f53
Albert,Morales,The Warrior,175.26,135,182.88,Orthodox,1991-05-25,7,4,1,NULL,http://ufcstats.com/fighter-details/544d7460b3e44393
Joseph,Morales,NULL,167.64000000000001,125,175.26,Switch,1994-08-22,9,2,0,NULL,http://ufcstats.com/fighter-details/2fe9032955c2e013
Vince,Morales,Vandetta,175.26,135,177.8,Orthodox,1990-11-12,16,7,0,NULL,http://ufcstats.com/fighter-details/37098a6e6c27fb66
Omar,Morales,Venezuelan Fighter,180.34,155,185.42,Orthodox,1985-10-17,11,4,0,NULL,http://ufcstats.com/fighter-details/a0e6753c42698f13
Michael,Morales,NULL,182.88,170,200.66,Orthodox,1999-06-24,17,0,0,NULL,http://ufcstats.com/fighter-details/c32aeb1a59e6272d
Sarah,Moras,Cheesecake,170.18,135,170.18,Orthodox,1988-04-30,6,8,0,NULL,http://ufcstats.com/fighter-details/539ed332b3078821
Christian,Morecraft,NULL,198.12,260,205.74,Orthodox,1986-09-08,8,3,0,NULL,http://ufcstats.com/fighter-details/80779d7441af1b52
Joe,Moreira,NULL,180.34,195,NULL,Southpaw,NULL,2,2,0,NULL,http://ufcstats.com/fighter-details/df85d6ec3493d120
Richardson,Moreira,Rick Monstro,187.96,185,NULL,Orthodox,1984-03-31,7,4,0,NULL,http://ufcstats.com/fighter-details/9147679e1a4ad4a3
Gisele,Moreira,NULL,167.64000000000001,135,NULL,Orthodox,1981-01-14,8,3,0,NULL,http://ufcstats.com/fighter-details/6a125ba3ec37e27e
Vinicius,Moreira,Mamute,193.04,205,193.04,Orthodox,1989-02-28,9,5,0,NULL,http://ufcstats.com/fighter-details/acb36c908d415c4a
Jesse,Moreng,Arturo,170.18,145,NULL,Orthodox,1979-11-09,9,1,0,NULL,http://ufcstats.com/fighter-details/2e2cdb6e9eb84bb9
Brandon,Moreno,The Assassin Baby,170.18,125,177.8,Orthodox,1993-12-07,21,8,2,NULL,http://ufcstats.com/fighter-details/792be9a24df82ed6
Mike,Moreno,El Palo Duro,182.88,185,NULL,,NULL,6,5,0,NULL,http://ufcstats.com/fighter-details/bb2eee4fb3259c01
Dan,Moret,The Hitman,182.88,155,185.42,Southpaw,1986-11-21,13,6,0,NULL,http://ufcstats.com/fighter-details/66e98b3bb5fc5250
Sammy,Morgan,The Squeeze,177.8,170,NULL,Orthodox,1981-09-28,18,12,0,NULL,http://ufcstats.com/fighter-details/2067a177a2842fbf
Peggy,Morgan,The Daywalker,185.42,135,NULL,,1979-12-16,4,4,0,NULL,http://ufcstats.com/fighter-details/92b36014314b028b
Alexander,Morgan,The Chess Master,177.8,145,180.34,Orthodox,1991-05-14,11,5,0,NULL,http://ufcstats.com/fighter-details/938ea36fe9c269f0
Alex,Morono,The Great White,180.34,170,182.88,Orthodox,1990-08-16,24,10,0,1,http://ufcstats.com/fighter-details/cdb96af67d096b1e
Maryna,Moroz,Iron Lady,170.18,125,170.18,Orthodox,1991-09-08,11,6,0,NULL,http://ufcstats.com/fighter-details/b4192a975027aab6
Sergey,Morozov,NULL,167.64000000000001,135,170.18,Orthodox,1989-06-14,19,5,0,NULL,http://ufcstats.com/fighter-details/2f6a993c7f547c13
Brad,Morris,NULL,187.96,205,NULL,Orthodox,1979-11-01,10,6,0,NULL,http://ufcstats.com/fighter-details/6803d4d6908354ac
Scott,Morris,NULL,177.8,210,NULL,Orthodox,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/be9d259be012e8a4
Anthony,Morrison,Cheesesteak,170.18,145,NULL,Orthodox,1984-03-29,20,12,0,1,http://ufcstats.com/fighter-details/dab0e6cb8c932162
Jack,Morrison,NULL,180.34,205,NULL,,NULL,0,3,0,NULL,http://ufcstats.com/fighter-details/38fccd44d669bb2f
Harry,Moskowitz,Dirty,195.57999999999998,275,NULL,Orthodox,NULL,6,12,0,NULL,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95
Carlos,Mota,Tizil,162.56,125,175.26,Orthodox,1995-04-15,8,2,0,NULL,http://ufcstats.com/fighter-details/b15862fcd6ded451
Miki,Motono,NULL,157.48000000000002,115,160.02,Southpaw,1994-05-18,8,5,0,NULL,http://ufcstats.com/fighter-details/a5fa51a81d0c5ed9
Juan,Mott,NULL,182.88,190,NULL,Switch,NULL,3,4,0,NULL,http://ufcstats.com/fighter-details/5da4e8dc02e50ac0
Nikolas,Motta,Iron,175.26,155,177.8,Orthodox,1993-02-08,14,5,0,1,http://ufcstats.com/fighter-details/37f560436d745c18
Flavio,Luiz Moura,NULL,180.34,183,NULL,Open Stance,NULL,19,7,0,NULL,http://ufcstats.com/fighter-details/ab35634d1a8c7a11
Eduarda,Moura,Ronda,167.64000000000001,125,167.64,Orthodox,1994-02-28,10,1,0,NULL,http://ufcstats.com/fighter-details/de594b35c45c2e9a
Gegard,Mousasi,NULL,187.96,185,193.04,Orthodox,1985-08-01,42,6,2,NULL,http://ufcstats.com/fighter-details/232c582f29f8f65e
Kris,Moutinho,NULL,170.18,135,172.72,Southpaw,1992-08-09,9,6,0,NULL,http://ufcstats.com/fighter-details/9c27f3217891f3f0
Kin,Moy,Kong,165.1,135,NULL,,NULL,8,3,0,NULL,http://ufcstats.com/fighter-details/ae922e7d9e852d7a
Jamie,Moyle,NULL,154.94,115,165.1,Orthodox,1989-03-17,4,3,0,NULL,http://ufcstats.com/fighter-details/882d62561063a927
Askar,Mozharov,NULL,190.5,205,187.96,Orthodox,1994-10-26,19,13,0,NULL,http://ufcstats.com/fighter-details/e92901944ce91909
Garrett,Mueller,NULL,175.26,135,NULL,,1989-01-29,3,3,0,NULL,http://ufcstats.com/fighter-details/d0c325dfefdde31f
Lauren,Mueller,Princess Tiger,165.1,125,170.18,Orthodox,1991-11-15,5,3,0,NULL,http://ufcstats.com/fighter-details/f923e012414c883e
Belal,Muhammad,Remember the Name,180.34,170,182.88,Orthodox,1988-07-09,24,3,0,1,http://ufcstats.com/fighter-details/b1b0729d27936f2f
Fazlo,Mulabitinovic,NULL,NULL,135,NULL,,NULL,4,2,0,NULL,http://ufcstats.com/fighter-details/2252b2c892397f0d
Quinn,Mulhern,NULL,190.5,155,NULL,Orthodox,1984-09-20,18,4,0,NULL,http://ufcstats.com/fighter-details/16af2d5a6f28bee2
James,Mulheron,NULL,177.8,243,185.42,Orthodox,1988-02-20,11,2,0,NULL,http://ufcstats.com/fighter-details/8d5350fa18b79e9a
Jamie,Mullarkey,NULL,182.88,155,187.96,Orthodox,1994-08-17,17,8,0,NULL,http://ufcstats.com/fighter-details/af9f42e6894047fc
Jim,Mullen,NULL,185.42,215,NULL,Southpaw,NULL,0,2,0,NULL,http://ufcstats.com/fighter-details/1a49e0670dfaca31
Melissa,Mullins,No Mess,170.18,135,172.72,Orthodox,1991-07-23,6,1,0,NULL,http://ufcstats.com/fighter-details/bd532e9a2b93870c
Pedro,Munhoz,The Young Punisher,167.64000000000001,135,165.1,Orthodox,1986-09-07,20,9,0,2,http://ufcstats.com/fighter-details/6bd02119599741a4
Andre,Muniz,Sergipano,185.42,185,198.12,Southpaw,1990-02-17,24,6,0,NULL,http://ufcstats.com/fighter-details/886264a0c9f4ea5e
Mark,Munoz,The Filipino Wrecking Machine,182.88,185,180.34,Orthodox,1978-02-09,14,6,0,NULL,http://ufcstats.com/fighter-details/179f1948dc234f1f
Alexander,Munoz,NULL,175.26,155,182.88,Switch,1990-02-27,7,2,0,NULL,http://ufcstats.com/fighter-details/f8f1ec513bcfef43
Johnny,Munoz,Kid Kvenbo,175.26,135,180.34,Orthodox,1993-02-16,12,4,0,NULL,http://ufcstats.com/fighter-details/f6bcbd91b114ff58
Andy,Murad,The Tooth Fairy,175.26,185,NULL,,NULL,15,2,0,NULL,http://ufcstats.com/fighter-details/fd0b4e3eb18eafb7
Olivier,Murad,Warrior of God,177.8,145,182.88,Southpaw,1993-12-21,6,0,0,NULL,http://ufcstats.com/fighter-details/c3dd69333eb8085a
Makhmud,Muradov,NULL,187.96,185,190.5,Orthodox,1990-02-08,26,8,0,1,http://ufcstats.com/fighter-details/ea7e5bc78d9de658
Kazunari,Murakami,NULL,185.42,220,NULL,Orthodox,1973-11-29,5,5,0,NULL,http://ufcstats.com/fighter-details/cfbccfed4e4796fe
Ryuichi,Murata,NULL,172.72,183,NULL,Orthodox,NULL,8,3,1,NULL,http://ufcstats.com/fighter-details/e3a6c6d6d0ac0815
Kanako,Murata,NULL,154.94,115,157.48,Orthodox,1993-08-10,12,3,0,NULL,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0
Ailiya,Muratbek,NULL,NULL,155,NULL,,NULL,9,2,0,NULL,http://ufcstats.com/fighter-details/9b6dcc335ad03696
Vince,Murdock,NULL,167.64000000000001,145,162.56,Orthodox,1991-03-21,12,4,0,1,http://ufcstats.com/fighter-details/4b90384d7c3519b8
Samandar,Murodov,NULL,185.42,170,190.5,Orthodox,1999-08-28,11,0,0,NULL,http://ufcstats.com/fighter-details/6f4d199c0adc06f5
Tom,Murphy,NULL,187.96,227,NULL,Southpaw,1974-11-19,8,0,0,NULL,http://ufcstats.com/fighter-details/62918a2118de08b2
Ian,Murphy,NULL,185.42,185,NULL,Orthodox,1985-06-14,1,1,0,NULL,http://ufcstats.com/fighter-details/de25520d54eab12d
Jon,Murphy,Man of Faith,190.5,260,NULL,Orthodox,1977-08-09,6,4,0,NULL,http://ufcstats.com/fighter-details/1b5c146ee7b86e34
Lauren,Murphy,Lucky,165.1,125,170.18,Orthodox,1983-07-27,16,6,0,NULL,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Patrick,Murphy,NULL,182.88,170,NULL,,NULL,5,3,0,NULL,http://ufcstats.com/fighter-details/eca7e064746c161a
Lerone,Murphy,The Miracle,175.26,145,185.42,Orthodox,1991-07-22,14,0,1,NULL,http://ufcstats.com/fighter-details/396fe87b84ac2e1c
Lee,Murray,Lightning,190.5,185,NULL,Orthodox,1977-09-12,8,2,1,1,http://ufcstats.com/fighter-details/32016899d0a222a3
Jesse,Murray,Hollywood,190.5,205,198.12,Orthodox,1993-01-26,8,4,0,NULL,http://ufcstats.com/fighter-details/d0147e906106cd2e
Khalid,Murtazaliev,NULL,182.88,185,193.04,Orthodox,1993-07-15,14,2,0,NULL,http://ufcstats.com/fighter-details/231cae8b77fbbcc1
Azamat,Murzakanov,The Professional,177.8,205,180.34,Southpaw,1989-04-12,14,0,0,NULL,http://ufcstats.com/fighter-details/e90a2f22417af68e
Josias,Musasa,The KO Wizard,172.72,135,187.96,Southpaw,1998-10-10,7,0,0,NULL,http://ufcstats.com/fighter-details/723b64c0e9a8f348
Nicholas,Musoke,Nico,182.88,170,190.5,Orthodox,1986-04-05,13,5,0,1,http://ufcstats.com/fighter-details/8b5f9ea38184ded3
Andre,Mussi,NULL,190.5,242,NULL,Orthodox,NULL,11,5,0,NULL,http://ufcstats.com/fighter-details/d0d43cb9b14f231c
Magomed,Mustafaev,The Sniper,172.72,155,180.34,Orthodox,1988-08-02,14,4,0,NULL,http://ufcstats.com/fighter-details/31d7446b184e3305
Max,Mustaki,NULL,182.88,155,NULL,Orthodox,1987-11-07,6,3,0,NULL,http://ufcstats.com/fighter-details/f4c40f8a64d3151d
Elvis,Mutapcic,The King,182.88,185,182.88,Orthodox,1986-07-19,15,6,1,NULL,http://ufcstats.com/fighter-details/28c55b4087a6f136
Fiona,Muxlow,NULL,162.56,145,NULL,,1977-05-13,6,3,0,NULL,http://ufcstats.com/fighter-details/062e57ca1a3c95a8
Ho,Bae Myeon,NULL,180.34,168,NULL,Orthodox,NULL,13,5,1,NULL,http://ufcstats.com/fighter-details/2719f300b0439039
Katsuhiko,Nagata,NULL,170.18,154,NULL,Southpaw,1973-10-31,6,7,3,NULL,http://ufcstats.com/fighter-details/d5ae8074631762fc
Yuji,Nagata,NULL,182.88,225,NULL,Orthodox,1968-04-24,0,2,0,NULL,http://ufcstats.com/fighter-details/e49c2db95e572dc8
Greg,Nagy,NULL,185.42,210,NULL,Orthodox,1983-10-18,1,3,0,NULL,http://ufcstats.com/fighter-details/342422bb6ced1e8d
Logan,Nail,NULL,NULL,185,NULL,,1989-06-20,1,1,0,NULL,http://ufcstats.com/fighter-details/47e0b5833e6bc91a
Muhammad,Naimov,Hillman,175.26,145,177.8,Orthodox,1994-08-07,11,3,0,NULL,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7
Yukiya,Naito,NULL,185.42,205,NULL,Orthodox,NULL,15,6,2,NULL,http://ufcstats.com/fighter-details/7be328bb3c2ea22e
Yura,Naito,2 FACE,182.88,185,187.96,Orthodox,1996-04-26,6,1,0,NULL,http://ufcstats.com/fighter-details/50c469e0cb73be10
Andrews,Nakahara,NULL,185.42,185,NULL,Orthodox,1983-03-12,5,4,2,NULL,http://ufcstats.com/fighter-details/7a9ca95a92d7b64c
Rin,Nakai,NULL,154.94,135,NULL,Orthodox,1986-10-22,19,2,1,NULL,http://ufcstats.com/fighter-details/f9ae6914f604aa9f
Kazuhiro,Nakamura,Kaz,180.34,205,177.8,Orthodox,1979-07-16,21,13,0,NULL,http://ufcstats.com/fighter-details/b034747dc1d15491
Keita,Nakamura,K-Taro,180.34,170,185.42,Southpaw,1984-05-22,34,10,2,1,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531
Daisuke,Nakamura,NULL,170.18,154,NULL,Orthodox,1980-06-10,28,19,1,NULL,http://ufcstats.com/fighter-details/a196332ee4aa8a82
Yusaku,Nakamura,NULL,165.1,145,NULL,,1986-06-21,14,4,1,NULL,http://ufcstats.com/fighter-details/03e8df49c4a059ba
Rinya,Nakamura,Hybred,170.18,135,172.72,Southpaw,1995-03-23,9,0,0,NULL,http://ufcstats.com/fighter-details/d8c811df0386d5e8
Tokitaka,Nakanishi,Toky,167.64000000000001,135,167.64,Orthodox,1996-07-28,12,4,0,NULL,http://ufcstats.com/fighter-details/eb9446a4f44e19cf
Jutaro,Nakao,NULL,175.26,170,NULL,Southpaw,1970-11-30,25,19,4,NULL,http://ufcstats.com/fighter-details/95eb112a85601a0a
Yoshihiro,Nakao,Kiss,182.88,220,NULL,Southpaw,1972-06-25,9,3,0,2,http://ufcstats.com/fighter-details/e18012194473e8b0
Yui,Chul Nam,The Korean Bulldozer,175.26,145,NULL,Orthodox,1981-07-16,18,8,1,NULL,http://ufcstats.com/fighter-details/a00ec21cfbba17b6
Tyson,Nam,NULL,170.18,125,172.72,Orthodox,1983-10-06,21,14,1,NULL,http://ufcstats.com/fighter-details/6e00cfffd54653c4
Rose,Namajunas,Thug,165.1,125,165.1,Orthodox,1992-06-29,14,6,0,NULL,http://ufcstats.com/fighter-details/47b63240018d5d86
Yasuhito,Namekawa,NULL,175.26,205,NULL,Orthodox,1974-10-27,25,16,4,NULL,http://ufcstats.com/fighter-details/6083f497c22cc075
Nad,Narimani,Smiler,172.72,145,177.8,Orthodox,1987-04-14,12,4,0,NULL,http://ufcstats.com/fighter-details/776a58a67665a171
Roger,Narvaez,Silverback,190.5,185,NULL,Southpaw,1983-09-09,8,3,0,NULL,http://ufcstats.com/fighter-details/3a12a2f096a6d975
Fabio,Nascimento,Negao,177.8,185,NULL,Orthodox,NULL,11,6,0,NULL,http://ufcstats.com/fighter-details/307064d3e0f036c2
Allan,Nascimento,Puro Osso,172.72,125,175.26,Orthodox,1991-09-11,20,6,0,NULL,http://ufcstats.com/fighter-details/253076a23d03dcd0
Rodrigo,Nascimento,Ze Colmeia,187.96,246,203.2,Orthodox,1992-11-26,11,2,0,1,http://ufcstats.com/fighter-details/d31a5546c0e9b213
Bobby,Nash,NULL,182.88,170,187.96,Orthodox,1990-03-26,8,4,0,NULL,http://ufcstats.com/fighter-details/7dfb56f24fe5ddea
Reza,Nasri,NULL,180.34,205,NULL,Orthodox,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/d41937647eae9a34
Nasrudin,Nasrudinov,NULL,182.88,205,180.34,Orthodox,1991-10-06,9,1,0,NULL,http://ufcstats.com/fighter-details/769fa803bf9d2e3b
Pawel,Nastula,NULL,182.88,230,NULL,Southpaw,1970-06-26,5,6,0,NULL,http://ufcstats.com/fighter-details/154a6b3ffae264cd
Rafael,Natal,Sapo,182.88,185,195.58,Orthodox,1982-12-25,21,9,1,NULL,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0
Kevin,Natividad,Quicksand,167.64000000000001,135,177.8,Orthodox,1993-04-02,9,4,0,NULL,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1
Ismail,Naurdiev,The Austrian Wonderboy,177.8,170,187.96,Orthodox,1996-08-18,19,4,0,NULL,http://ufcstats.com/fighter-details/6a96ad1bc34fb113
Danny,Navarro,NULL,177.8,155,NULL,,1983-05-27,17,7,0,NULL,http://ufcstats.com/fighter-details/618f72750ec50b05
Marcio,Navarro,The Locomotive,182.88,155,NULL,,1978-09-17,14,14,0,NULL,http://ufcstats.com/fighter-details/52f7d300738961ac
Tafon,Nchukwi,Da Don,182.88,185,195.58,Orthodox,1994-10-14,6,4,0,NULL,http://ufcstats.com/fighter-details/6aae253467e8f9ce
Dustin,Neace,The Beast,175.26,145,175.26,,1986-09-12,25,21,1,1,http://ufcstats.com/fighter-details/e503aa5c252a1b4d
Josh,Neal,NULL,182.88,185,NULL,,NULL,5,11,0,NULL,http://ufcstats.com/fighter-details/0b534765dca35e71
Joe,Neal,Nine Lives,167.64000000000001,135,NULL,,1986-07-29,6,2,0,NULL,http://ufcstats.com/fighter-details/5751267660c734cb
Geoff,Neal,Handz of Steel,180.34,170,190.5,Southpaw,1990-08-28,15,6,0,NULL,http://ufcstats.com/fighter-details/b997be68943010fc
Stanislav,Nedkov,Stucky,180.34,205,180.34,Orthodox,1981-12-09,12,2,0,1,http://ufcstats.com/fighter-details/1d4bbaabd8b60173
Josh,Neer,The Dentist,180.34,170,182.88,Orthodox,1983-03-24,36,16,1,NULL,http://ufcstats.com/fighter-details/d1a1314976c50bef
Nicolae,Negumereanu,NULL,182.88,205,198.12,Orthodox,1994-09-04,13,2,0,NULL,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Steve,Nelmark,The Sandman,182.88,240,NULL,Orthodox,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/13e62d766b709aa6
Shane,Nelson,Sugar,175.26,155,177.8,Southpaw,1984-11-29,16,7,0,NULL,http://ufcstats.com/fighter-details/2db7fa8db6bc9632
Roy,Nelson,Big Country,182.88,263,185.42,Orthodox,1976-06-20,22,14,0,NULL,http://ufcstats.com/fighter-details/3f7c14c7eca7195d
Gunnar,Nelson,Gunni,180.34,170,182.88,Switch,1988-07-28,19,5,1,NULL,http://ufcstats.com/fighter-details/fd55393021a8c255
Kyle,Nelson,The Monster,180.34,145,180.34,Switch,1991-04-20,16,6,1,NULL,http://ufcstats.com/fighter-details/31f8081c7600da93
Lissette,Neri,NULL,157.48000000000002,145,NULL,,1987-08-05,6,4,0,NULL,http://ufcstats.com/fighter-details/f4db63258ecf0613
Mario,Neto,Sukata,182.88,229,NULL,Orthodox,NULL,13,5,0,NULL,http://ufcstats.com/fighter-details/1209b5134401ca53
Antonio,Braga Neto,NULL,190.5,185,195.58,Orthodox,1987-10-29,9,3,0,1,http://ufcstats.com/fighter-details/fae67903c4fe636b
Eduardo,Neves,Bebezao,187.96,263,198.12,Orthodox,2000-03-16,7,2,0,NULL,http://ufcstats.com/fighter-details/1d688fa375d9431c
Julio,Cesar Neves Jr.,Morceguinho,172.72,145,NULL,,1994-04-25,33,1,0,NULL,http://ufcstats.com/fighter-details/195d0d3e14a2e256
Nick,Newell,Notorious,177.8,155,NULL,Southpaw,1986-03-17,14,2,0,NULL,http://ufcstats.com/fighter-details/f562238becb9ec50
Journey,Newson,NULL,165.1,135,170.18,Orthodox,1989-03-07,10,5,0,1,http://ufcstats.com/fighter-details/78f485f851891d68
Jeff,Newton,NULL,187.96,205,NULL,Sideways,1966-12-11,4,2,0,NULL,http://ufcstats.com/fighter-details/94609dd91731d428
Carlos,Newton,The Ronin,175.26,170,NULL,Orthodox,1976-08-17,16,14,0,NULL,http://ufcstats.com/fighter-details/952f6fa06f25a0ec
Emanuel,Newton,The Hardcore Kid,185.42,205,NULL,,1984-01-02,26,12,1,NULL,http://ufcstats.com/fighter-details/fbbbc68d368832fa
Francis,Ngannou,The Predator,193.04,250,210.82,Orthodox,1986-09-05,17,3,0,NULL,http://ufcstats.com/fighter-details/8d03ce87ca14e778
Ben,Nguyen,Ten,165.1,125,165.1,Switch,1988-08-03,16,8,0,NULL,http://ufcstats.com/fighter-details/840d2c82ea68b9aa
Steven,Nguyen,The Ninja,180.34,145,185.42,Switch,1993-05-19,9,2,0,NULL,http://ufcstats.com/fighter-details/69037fc7730e4225
Alex,Nicholson,The Spartan,193.04,185,195.58,Orthodox,1990-05-02,7,4,0,NULL,http://ufcstats.com/fighter-details/2b6d855c6e280fb1
Bo,Nickal,NULL,185.42,185,193.04,Southpaw,1996-01-14,6,0,0,NULL,http://ufcstats.com/fighter-details/35673bf5204524ee
Mike,Nickels,NULL,193.04,205,NULL,Orthodox,1971-12-13,9,5,0,NULL,http://ufcstats.com/fighter-details/330ec26453c44a59
Matheus,Nicolau,NULL,167.64000000000001,125,167.64,Orthodox,1993-01-06,19,5,1,NULL,http://ufcstats.com/fighter-details/1a31ef98efce7a79
Stewart,Nicoll,Kakamora,165.1,125,165.1,Orthodox,1994-11-04,8,1,0,NULL,http://ufcstats.com/fighter-details/2bd98ab77a8daa75
Jaimelene,Nievera,Queenie,165.1,125,NULL,Orthodox,1984-10-28,7,4,0,NULL,http://ufcstats.com/fighter-details/3edf45e1717fa764
Khomkrit,Niimi,The Bumblebee,157.48000000000002,125,NULL,,NULL,6,10,0,NULL,http://ufcstats.com/fighter-details/52a003d768f10d91
Tom,Niinimaki,Stoneface,175.26,145,175.26,Orthodox,1982-07-25,22,8,1,NULL,http://ufcstats.com/fighter-details/5fceb45939fc0c8a
Ramsey,Nijem,NULL,180.34,155,190.5,Orthodox,1988-04-01,9,6,0,NULL,http://ufcstats.com/fighter-details/22aa91e402d0fe1f
Hans,Nijman,NULL,182.88,250,NULL,Switch,1959-10-23,9,7,0,NULL,http://ufcstats.com/fighter-details/4956f60b7fa57c1a
Fedor,Nikolov,NULL,NULL,NULL,NULL,,NULL,0,0,0,NULL,http://ufcstats.com/fighter-details/346f789951e85f3f
Jack,Nilson,NULL,NULL,NULL,NULL,,NULL,2,6,0,NULL,http://ufcstats.com/fighter-details/53e533db1b8e9712
Mats,Nilsson,NULL,185.42,170,NULL,Orthodox,1983-12-05,11,4,1,NULL,http://ufcstats.com/fighter-details/a9bcf8717dd12532
Guangyou,Ning,Smasher,162.56,145,162.56,Southpaw,1981-12-15,5,4,1,NULL,http://ufcstats.com/fighter-details/2c1170b825f58e57
Soichi,Nishida,NULL,180.34,320,NULL,Orthodox,NULL,5,10,1,NULL,http://ufcstats.com/fighter-details/6810d8d2dd557cf9
Yosuke,Nishijima,NULL,175.26,205,NULL,Orthodox,1973-05-15,0,5,0,NULL,http://ufcstats.com/fighter-details/5cde96e0a1a1fffe
Yamato,Nishikawa,NULL,170.18,155,NULL,Orthodox,2002-12-06,21,3,6,NULL,http://ufcstats.com/fighter-details/7beecbe0a08cf002
Akiyo,Nishiura,Wicky Akiyo,172.72,139,NULL,Southpaw,1983-08-08,13,8,1,NULL,http://ufcstats.com/fighter-details/6c9383ffab2725a5
Anthony,Njokuani,The Assassin,185.42,155,190.5,Orthodox,1980-03-01,16,12,0,1,http://ufcstats.com/fighter-details/6bf5a7d3e081ade2
Chidi,Njokuani,Bang Bang,190.5,170,203.2,Orthodox,1988-12-31,23,10,0,1,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef
Derrick,Noble,The Eraser,175.26,170,NULL,Southpaw,1978-08-14,27,15,1,NULL,http://ufcstats.com/fighter-details/21321cdfba797c52
Kyle,Noblitt,NULL,187.96,243,NULL,,1989-12-26,11,2,0,NULL,http://ufcstats.com/fighter-details/4acf03bdec2025d7
Pedro,Nobre,The Rock,165.1,135,NULL,,1986-02-13,18,4,2,1,http://ufcstats.com/fighter-details/e983c62faf677ab2
Jacob,Noe,Psycho,NULL,205,NULL,,NULL,3,11,0,1,http://ufcstats.com/fighter-details/9bff1b4c37ebbede
Antonio,Rodrigo Nogueira,Minotauro,190.5,240,195.58,Orthodox,1976-06-02,34,10,1,1,http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd
Rogerio,Nogueira,Minotouro,187.96,205,190.5,Southpaw,1976-06-02,23,10,0,NULL,http://ufcstats.com/fighter-details/73e09f837f3b5ecc
Alexandre,Franca Nogueira,Pequeno,170.18,145,NULL,Orthodox,1978-01-15,18,6,3,NULL,http://ufcstats.com/fighter-details/4c27ca8c8481f79a
Talita,Nogueira,Treta,177.8,145,NULL,,1985-10-13,6,0,0,NULL,http://ufcstats.com/fighter-details/a3d1d060f9af97fe
Kyle,Noke,NULL,185.42,170,193.04,Southpaw,1980-03-18,22,10,1,NULL,http://ufcstats.com/fighter-details/7339d340aa2889cb
Tom,Nolan,Big Train,190.5,155,185.42,Southpaw,2000-03-08,8,1,0,NULL,http://ufcstats.com/fighter-details/6c3b2525436cf5d4
Nick,Nolte,NULL,182.88,170,NULL,,NULL,5,4,0,NULL,http://ufcstats.com/fighter-details/d665de9b4da87c22
KJ,Noons,King,177.8,155,177.8,Orthodox,1982-12-07,13,9,0,1,http://ufcstats.com/fighter-details/b7ffa72aa148599a
Sage,Northcutt,Super,182.88,170,180.34,Orthodox,1996-03-01,11,2,0,NULL,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c
Jan,Nortje,The Giant,185.42,310,NULL,Southpaw,1975-04-11,2,6,0,NULL,http://ufcstats.com/fighter-details/bd4389b71fdc0ce2
Scott,Norton,Hollywood,177.8,170,NULL,Orthodox,1973-03-15,7,1,0,NULL,http://ufcstats.com/fighter-details/f21a3d68fb9df387
Shohei,Nose,NULL,167.64000000000001,135,172.72,Switch,1997-10-19,12,5,2,NULL,http://ufcstats.com/fighter-details/6b0e83b094f816ac
Jonatas,Novaes,NULL,180.34,170,NULL,,1981-03-02,13,5,0,NULL,http://ufcstats.com/fighter-details/9e8e5c529057fe60
Jason,Novelli,Flipside,182.88,155,NULL,Orthodox,1979-06-08,11,3,1,NULL,http://ufcstats.com/fighter-details/459e4dc69ec669b2
Phillipe,Nover,The Filipino Assassin,175.26,145,182.88,Orthodox,1984-02-03,11,8,1,NULL,http://ufcstats.com/fighter-details/64360e618823a8e4
Taiyilake,Nueraji,Super Saiyan,187.96,170,190.5,Southpaw,2001-01-12,9,1,0,NULL,http://ufcstats.com/fighter-details/7498b3ac79a3b948
Shayilan,Nuerdanbieke,Wolverine,172.72,145,175.26,Orthodox,1994-05-04,39,12,0,NULL,http://ufcstats.com/fighter-details/0a73acff6325c1e2
Diego,Nunes,The Gun,167.64000000000001,145,170.18,Orthodox,1982-11-30,19,7,0,NULL,http://ufcstats.com/fighter-details/3a24769a4855040a
Amanda,Nunes,The Lioness,172.72,135,175.26,Orthodox,1988-05-30,23,5,0,NULL,http://ufcstats.com/fighter-details/80fa8218c99f9c58
